text	label	proposed_label	confidence	final_label
To je , uostalom , prepoznao i sam Crichton iskoristivši osnovni koncept za mnogo poznatiji i uspješniji Jurski park .	2	1	0.1360354398675752	1
Kroz cijeli film koji je trajao oko 96 minuta ( èetiri minute kraæi od trajanja prikazanog u IMDB-u i Wikipediji ) , filmski ritam ide prilièno sporo .	0	1	0.12994090497909155	0
Pomalo jeftini trikovi , ali od Chappiea je oèigledno napravljen , malte ne , pametni robot pas a ko ne voli pse koji znaju prièati i koji su osjetljivi i mogu plakati .	1			
Titlovan Trailer Filma Opsadno stanje :	1			
Firefly Lane vjerojatno neæe sjajno svijetliti , umjesto da se priguši i postavi kroz svojih 10 epizoda u nezaboravnu osrednjost .	0	1	0.12127639390563523	0
Kao vila koja dolazi iz uspavane vilinske loze , Bloom se doista borila s uèenjem magije , a takoðer je saznala svoje pravo porijeklo uz pomoæ svojih prijatelja iz apartmana .	1			
Ustvari , ne baš upravo , ali taènije sinoæ , pa tek sada stižem da napišem recenziju .	1			
Datum izlaska : 11.12.2020 ( svjetska premijera )	1			
Meðutim , takoðer je bio zahvalan Kyleevoj pomoæi Meganu .	2	1	0.23484593584771526	1
Film je širom svijeta zaradio nešto više od 788 miliona dolara na nepoznat ali vjerovatno visok budžet .	2	1	0.23691357335343316	1
Ovdje su likovi cool , zanimljivi i vrlo zabavni .	2	1	0.1381639496642956	2
Datum izlaska : 2015 .	1			
Ono što mi se nije svidjelo bilo je twist prema kraju , jer sam smatrao da je to prilièno nelogièno i zapravo nije potrebno .	0	1	0.13229202643222296	0
Titlovan Trailer Filma :	1			
B i H 14.02.2019 .	1			
B i H –	1			
Reditelj filma je Rob Letterman poznat po okrutno lošim ‘ Guliverovima putovanjima ’ , po ‘ Èudovišti protiv vanzemaljaca ’ , te katastrofiène wannabe ‘ Finding Nemo ’ , kopije ‘ Shark Tale ’ .	0	1	0.13948502494634277	0
Mislim da je Amandla Stenberg dobro nastupala u prikazivanju Rubyja .	2	1	0.18981111674353485	2
Malo mi je smetala osoba koja se nalazila pored mene koja je spavala ( i hrkala ) od sredine filma do skoro kraja .	0	1	0.18960872546003207	0
Redatelj : Anthony Russo , Joe Russo	1			
Nije bilo nièega dovoljno intrigantno da bih željeo više .	0	1	0.09952132439905205	0
I opet ostajem pri tome da je ovo jedan itekako precjenjen film te da je ovog ljeta bilo mnogo boljih naslova koji su zaslužili uz to i rijeè hit .	0	1	0.13821350101025653	0
Godina : 2019	1			
Htio sam napraviti pametniji uvod , ali nisam mogao smisliti nijedan .	0	1	0.14691452646157746	1
Grupica preživjelih pokušava naæi odgovore na neka pitanja nakon što milioni ljudi , samo odjednom , nestanu sa svijeta koji je ostao u kaosu i uništenju .	1			
Trajanje filma : 01 : 51 : 00	1			
Ali tada sam pomislio kako bih trebao dati priliku seriji jer se èinilo da je dovoljno uspješna i obnovljena za drugu sezonu .	2	1	0.26207439239070235	2
Ovo uistinu nije vaš uobièajeni film o invaziji vanzemaljaca gdje se ljudi uvijek bore protiv vanzemaljaca od poèetka do kraja .	1			
Redatelj : Jon Watts	1			
Dakle , oèito , kad gledam ovu sezonu 1 , oèekivao sam istu vrstu nasilja , brutalnosti i pune akcijske serije .	1			
Ocjena 3 / 5	1			
Verodostojnost prikazivanja likova spram onih u Marvel stripovima , definitivno ide u prilog ovom filmu .	2			
I Kinsey ( Emilia Jones – Brimstone itd . )	1			
Kao što je ranije spomenuto , ove sezone Adrien Brody uvodi Luca Changretta , talijansko-amerièki gangster koji dolazi za Tommya i ostale .	1	2	0.4180955880688391	1
Ima jako dobru parcelu , stvarno dobre likove , izvrsne izvedbe , sjajnu muziku i izvrsno usmjeravanje / kinematografiju / akciju / efekte .	2			
Vizuelno je film prejak .	0	1	0.10928430813542392	2
Likovi u Alita : Anðeo borbe nisu bili bijelog / crnog tipa , ali neki od njih su bili sivi s Keean Johnson kao Hugo i Ed Skrein kao Zapata ostavio je dobar dojam na mene osobno .	1			
U meðuvremenu , kompanija koja je provela pokus koji je vodila Claire Wyden ( Malin ?kerman – The Heartbreak Kid , Watchmen i sl . )	1			
Ovaj od samog postera , naslova , radnje i trejlera je plijenio pažnju .	2	1	0.21315148780671633	2
Sreæom imao je zanimljivo finale i nekoliko zanimljivih prateæih spotova što je seriji omoguæilo gledanje .	2			
Svejedno , otkad sam pogledao prvu epizodu , veæ sam bio zakaèen ovom serijom .	2	1	0.14407132743180645	2
Westworld je bio park s temom Wild-West , gdje se ljudi mogu upisati plaæanjem velike kolièine novca kako bi uživali u životu tokom perioda divljeg zapada .	1			
Meðutim , Titanova atmosfera je 98,4% azota i da bi tamo preživjela ljudska biæa moraju biti modifikovana .	1			
Mlada srednjoškolka pristaje na online igricu koja radi na principu ” istina ili izazov ” , a ubrzo postaje žrtva gledalaca zbog èega æe morati iæi do kraja .	1			
Prilièno je rijetkost da se danas u seriji vidi zmaj ili tigar .	1			
Da , rekao bi .	1			
Mislim da vam je svima vrlo dobro poznata moderna obrada Snjeguljice koja je izašla tamo negdje sredinom 2012 . godine .	1			
Bilo je to dobro finale za koje nisam požalio što sam potrošio vrijeme gledajuæi svih 13 epizoda .	2			
Serija poèinje snažno s Oscarom nagraðenim piscem / redateljem Johnom Ridleyem , najpoznatijim po scenariju 12 Years a Slave , koji æe režirati prvu epizodu .	2	1	0.16090672253317165	2
L ’ odyssée	1			
Hype !	1			
U svakom sluèaju , ako je ovo posljednji film o Wolverineu , možemo biti sretni da smo dobili ovako kvalitetan film , te se samo nadamo da taj dojam neæe pokvariti neka nova najava nastavka , pogotovo imajuæi na umu da æe ovaj film vjerojatno rasturiti u kinima .	2	1	0.18304325174790032	2
Oh , tamo je bio jedan glumac Sean Bolger èija me je prisutnost kao gostujuæe zvijezde pružala uzbuðenje .	2			
Elem , ” Traže se pratilje za vjenèanje ” , kako smo mi preveli , ima jedno tri-èetiri ( majke mi , brojao sam na prste ) smiješnih scena i duhovitih dijaloga , a ovo ostalo je pretjerivanje , lascivne šale , uvredljiv humor i isforsirani skeèevi i kad se to sve to udrobi , skuha u jednom loncu , to nikako ne može biti dobro .	0	1	3,67E-139	0
Colossal je napisao i režirao Nacho Vigalondo je apsolutno zabavan , izvorni i pun maste film .	2			
Kinsey koja se isprva rezervirala za sebe , napokon se sprijateljila sa Scotom ( Petrice Jones ) , a kasnije i s drugim studentom Gabeom ( Griffin Gluck – amerièka TV serija Vandal itd . ) .	1			
Za razliku od Lord Voldemort , koji još u ranim filmovima Pottera ne bi trebao niti izazivati osjeæaj strahopoštovanja , Fantastic Beasts i gdje ih pronaæi nemaju bas pretjerano jake negativce iako imaju jaka glumaèka imena kao Johnny Depp i Colin Farrell .	0	2	0.12990833254609313	0
Film nas vodi u amerièko predgraðe , tipiènu srednju školu u kojoj je mladi djeèak , koji je prilièno sramežljiv , saznaje da ima neke jako èudne moæi nakon jedne tuènjave .	1			
Osim toga , takoðer sam mislio da se Freudova snaga poèela pokazivati kako je dobivao više samopouzdanja .	1			
Reditelj filma je Colin Trevorrow poznat po manje poznatoj komediji ‘ Safety Not Guaranted ’ .	1			
Producent : Chad St . John , Stephen Hamel (	1			
Ako ništa drugo , Cloud Atlas odiše vizuelnim šarenilom te ga je i s toga zanimljivo videti , a zasigurno mu sledi i bar jedan Oskar za šminku ili kostim .	2	1	0.2070582132666601	2
Kad je sve isto , onda je i predvidljivo , pa samim time , nije zabavno .	0			
I na kraju posljednji dio bio je poèevši od epizode 10 do finala sezone u epizodi 15 .	1			
) .	1			
Glavne uloge : Katherine Langford , Christian Navarro , Justin Prentice	1			
Ocjena Serije : 4 / 5	1			
Za poèetak jedna tužna i jedna siva , nezahvalna informacija .	0	1	0.16252009794393443	0
No da ne budem više cjepidlaka , možda ima onih koji su jedva doèekali proèitati recenziju o ovom filmu , taènije nastavku onog iz 2011 . godine , odnosno , pogledati samo ostvarenje , pa da njih usmjerim na pravi put .	1			
Ocjena Serije : 4 / 5	1			
O , jedna stvar koja nas je natjerala da budemo kao VENOM bila je glas .	1			
Trajanje filma : 01 : 40 : 00	1			
Titlovan Trailer :	1			
Prije nego što je izašla bilo kakva najava ili da su otkrili o èemu se radi u filmu , bio je dostupan samo ovaj simpatièni i intrigantni poster koje je jednostavno izazivao da ga pogledate i otkrijete o èemu je rijeè .	1			
Glavne uloge : Rickson Tevez , Eduardo Luis , Gabriel Weinstein	1			
Glavne uloge Glumci : Mary Elizabeth Winstead , Will Smith , Clive Owen , Benedict Wong	1			
Nakon premijere samo u kinima na jesen , Tenet sada dolazi na razne platforme kuænih medija , omoguæujuæi tako da više ljudi napokon vidi o èemu se radi u sljedeæem Nolanovom filmu .	2			
Mislim da sam vidio sliène efekte na filmovima poput Kapetan Marvel , Ant-man i The Wasp i nekolicini drugih .	1			
Radnja film se vrti oko mornarske posade koji kreæu u lov na kitove kako bi sakupili dovoljno ulja i vratili se kuæi , no kolo sreæe se okreæe kada njihov brod rasturi bijeli kit o kojem su samo slušali prièe ali nisu vjerovali da takvo nešto postoji .	1			
Ove sezone isto ostajem uz tv da pratim sezonu do kraja .	2	1	0.23008332191531758	2
Za 95% školaraca u BiH danas je zapoèela škola ali s obzirom da sam posljednji put školu pozdravio u junu , ja , kao potencijalni student u inostranstvu , imam još mjesec dana ” frei ” tako da mi je ostalo još vremena da osvježavam blog maksimalno ali i da privedem pripreme kraju , što se tièe studiranja .	1	0	0.2243054155036162	1
Prièa o Replicama proizlazi iz prednosti i opasnosti novih tehnologija koje nadilaze temeljna ljudska ogranièenja , a istodobno i interes za etièka ogranièenja korištenja takvih tehnologija .	1			
Da se radi o istinskom dobru filmu koji je ostavio jak utisak na mene , govori èinjenica da sam ga sanjao poslije gledanja .	2			
Ova sezona je pristojno primljena .	2	1	0.13126717257873002	2
Glumci su takoðer bili prilièno lijepi za gledanje .	2	1	0.19100141334849888	2
Meðutim , film ne donosi nešto privlaènije i složenije , prvenstveno zato što pokušava uèiniti previše odjednom .	0	1	0.1881052987985695	0
Žanr : Misterija | Sci-Fi | Drama	1			
Glavne uloge : Kate Mara , Johnny Depp , Morgan Freeman	1			
Lincoln Burrows ( Dominic Purcell – Blade Trinity , Legends of Tomorrow TV serije i sl . )	1			
To je tako vješto konstruiran naèin prikazivanja ovog rada .	2	1	0.19588496485736417	2
Trajanje filma : 02 : 00 : 00	1			
Ali barem mogu reæi da su svi sjajni u ulozi .	2	1	0.20996399264454638	2
Takoðer sam volio scene borbe izmeðu dvojice Willa Smitha za koje mislim da je definitivno bio bolji od filma The One u kojem glumi Jet Li .	2	1	0.16118869763357146	2
Na nju æe se , kako stvari stoje , èekati sve do 2018 . godine , nešto duže nego što je to obièaj kod drugih TV-serija .	1			
Hrvatska 31.10.2019 .	1			
Sve u svemu , s novom novom sezonom dospojevaju sve intezivnije uloge i njegovo pisanje i pravac koji je vjest i vrhunske inteligencije .	2	1	0.20836980180714681	2
Žanr : Akcija | Horor | Sci-FI	1			
Prvi dio je jedan originalan i brutalan naèin na koji nas je reditelj uveo u svijet distopije i bezakonja i definitivno je film za pogledati jer sam ja bio iznenaðen èinjenicom da su ljudi ’ 79 godine imali jedan tako vizionarski film , tako slobodan i ispred svog vremena .	2	0	0.1386658382736222	2
Oni mu daju ime Calvina .	1			
Meðutim , ono što se ovde izdvojilo bila je zadivljujuæa prièa troje braæe i sestara .	2			
Film takoðer ima koristi od Trenta Reznora i Atticusa Rossa koji su karakteristièno uznemirujuæi rezultati tijekom njegovih glasnijih scena .	1			
U meðuvremenu na drugoj strani svijeta u Londonu , Klaue ( Andy Serkis – The Lord of the Rings trilogy , Planet of the Apes trilogy itd ) zajedno sa svojim tajanstvenim partnerom Erik Stevens / Killmonger ( Michael B . Jordan – Creed , Fruitvale Station itd . )	1			
Ponekad èak i zabavan .	2	1	0.11005047933657996	2
U kinima od :	1			
Nakon što sam gledao cijelu sezonu , mogao sam shvatiti zašto je kritièari vole .	1			
No , ovo je definitivno dobar film i svakako se mora vidjeti kako bi se osiguralo veliko finale u sljedeæim Avengers : End Game .	2			
Trajanje filma : 01 : 40 : 00	1			
Veæina gledatelja æe , meðutim , od detalja daleko više pažnje staviti na ono što je veæ duže vremena HBO-v zaštitni znak – eksplicitni seks i golotinja .	0	1	0.10893205835419498	0
Povezani zajednièkom sudbinom , mlada tinejdžerka u potrazi za nauènim otkriæima i djeèak koji je sada odrastao a nekada je bio izumitelj , putuju na neko novo mjesto da otkriju mnoge tajne i spase ga od vremena i zaborava .	1			
Kasnije æe se otkriti razlog njegove namjere .	1			
Da .	1			
Godina 2016	1			
Film zadržava ravnu liniju , uravnotežujuæi èesti humor s djelovanjem i dovoljnom motivacijom .	2	1	0.20023365132880155	2
Nakon drugog filma , Sony je morao birati hoæe li napustiti franšizu ili je pokušati oživjeti .	1			
Jednoga dana dolaze izvještaji da ljudi da u Rusiji poèinju masovna samoubojstva bez ikakvog jasnog razloga , što pak potièe ljude u SAD-u da se uspanièe i poènu se pripremati za dogaðaj do Sjeverne Amerike .	0			
Za završnicu nemam šta ni dodati ni oduzeti osim da æe fanovi biti oduvani , oni sudržani , kao što sam ja npr . , pozitivno iznenaðeni , a svi ostali uskraæeni za jedan pravi filmski doživljaj kakvom rijetko imamo prilike prisustvovati .	2			
Kako bi zadržala stalnu opskrbu mozga , odluèila je raditi kao asistent medicinskog istražitelja u mrtvaènici pod svojim šefom Ravi ( Rahul Kohli ) .	1	2	0.3679147829936089	1
Geostorm	1			
Kasnije æemo saznati da je njegovo ime Sydney ( Brent Spiner – Star Trek : The Next Generation TV series , Independence Day and its sequel etc ) .	1			
Ne bih se baš zalijetao da sam umjesto vas i povjerovao da æe biti drugaèije od onoga što sam ja napisao i da æe vas oèarati .	1			
Pa kao nastavak Transformers filma , ovaj je imao toliko mnogo transformersa .	1			
I meni i mojoj djevojci , kraj je bio šlag na kraju , dio koji se isplatilo vidjeti kroz cijeli film .	2	1	0.2575659367917576	2
Glavne uloge : Bill Milner , Maisie Williams , Miranda Richardson	1			
Prema onome što sam primijetio u nazivima prikazanih u seriji , ovaj je prilagoðen iz istoimenog grafièkog ( stripovskog ) serijala istog naslova koji je napisao Joe Hill , a ilustrirao Gabriel Rodriguez .	1	0	0.2778070885158481	1
Bila je tu i posebna gostujuæa zvijezda John Larroquette kao milijarder Jay Reece koji je pokazao svoj veliki talent .	2	1	0.19357747655543903	2
Oèarao i oduševio .	2	1	0.190749311122656	2
Pa što bi se dogodilo s ovom skupinom ?	1			
Ali ovaj put nije ni sam , jer se pridružio ovom zadatku èarobnjak Sypha Belnades ( Alejandra Reynoso ) , kao i Drakulin sin Alucarda ( James Callis ) .	1	2	0.3962660275401442	1
Ocjena na IMDb.com mu je 7,3 / 10 a na Tomatoesima odliènih 83% .	2			
Redatelj : Aleksey Tsitsilin	1			
Dakle , sada je sezona 2 izašla prije nekoliko dana i sve sam odgledao . . Razgovarajmo o tome i vidimo je li bila dobra .	1			
preselila se u Riverdale zbog nekih problema vezanih za njenog oca . .	1			
Dok svi konaèno nisu shvatili da su progonitelji i vizije zaista opasni i da su morali nešto uèiniti da to zaustave .	0	1	0.16885438426986094	1
Ja sam bio prilièno apsorbovan s filmom i prièvršæen na sjedalo zbog gotovo neprestanih uzbuðenja .	2			
Redatelj : Toby Genkel , Reza Memari	1			
Ako ste u usporedbi s Alijenom koji je poprilièno trajao prije nego sam ga uopæe vidio .	1			
Glavne uloge : Mila Kunis , Channing Tatum , Sean Bean	1			
Ali na stazi iza mitskog blaga je zloslutni IOI , na èelu sa Sorrento , koji želi dobiti OASIS za sebe .	1			
Serija takoðer ima dosta nepoznatih glumaca koji su zasjenjeni njihovim poznatim zvijezdama .	0	1	0.13058890212387123	1
Pošto su se ove godine oživljavali mnogi filmski klasici i oni sa tv-a , izgleda da se neko sjetio da treba oživjeti i Snupija .	1			
Interakciju s muškarcima u 4 . epizodi bilo je zabavno gledati , pogotovo kad ukljuèuje Tally iz razloga koje biste mogli razumjeti kad ih vidite .	2			
Redatelj : Denis Villeneuve	1			
Prièu stavlja na famoznu sjevernoamerièku legendu o Bigfootu , samim tim redatelj je odluèio da privuèe pažnju amerièkih gledatelja , ali i svih drugih .	2			
Film me još više zaintrigirao pojavom Sean Beana kao jednog od likova pozitivaca i htio sam da vidim je li ovo još jedan njegov film gdje æe on umrijeti , no zadržat æu vas u nezivjesnosti ukoliko se neko odluèi da ga na kraju ipak pogleda .	1			
Tenet ( 2020 )	1			
Radnja prati par ekipa koji kreæu zauzeti vrh svijeta , Everest i rekaciju njihovih porodica na to , koji se bore sa avanturistièkim duhom svojih voljenih , no snažna oluja koja pogodi podruèje Everesta , 10og maja , bit æe fatalne za neke od njih .	1			
Ja prvi toliko bezuslovno uživam u nekim obiteljskim filmovima ( prvi mi napamet pada sad Brother Bear ) i radujem se da odgledam jedan , ali ovaj mi nije donio ni uživanje , ni neki lik za kojeg bih se sentimentalno vezao , niti situaciju koja bi me dirnula ili me ganula .	0			
I ja sam odmah pao na mraèni i hladnu atmosferu kroz koju nas vode likovi i sama prièa i zarekao sam se da æu odgledati seriju do kraja , ali ja sam produžio gledanje sve do oktobra , iako sam mogao sve završiti s augustom , no … druge obaveze , veæi prioreti .	1	2	0.21078584636645667	1
Producenti Morris i Woodward Gentles naglašavaju kako ne mogu predvidjeti koliko je sama tema vezana uz današnjicu , jer sama radnja se odvija u prošlosti .	1			
I što je najgore , nije ni strašan a found-footage naèin snimanja je toliko iscrpljena stvar da je ovog puta ni ne primjeæujemo , a kada je primjetimo , pitamo se zašto nisu snimali film na stari dobri naèin kako bi dobio možda više pažnje i priznanja .	0	1	0.018889743087630827	0
Njihova popularnost definitivno opada , ali oni se opet prave u nadi da æe neki nekad opet da sa malo love zgrne desetorostruko više .	0	1	0.09332452633889976	0
Uz dodatak poznatog superheroja Cyborg / Victora Jonesa ( Joivan Wade – Prva èistka itd .	1			
Zato , nakon sto sam gledao seriju Blindspot i razmišljajuæi o seriji koju bih trebao pogledati , odluèio sam se gledati ovu .	1			
Redatelj : Boaz Yakin	1			
Ljubitelji prave znanstvene fantasike i oni koji cijenej reditelja koji stoji iza ovoga , bit æe i više nego razoèarani ovim filmom koji više izgleda kao TV film za djecu .	0	1	0.13292999563933558	0
Trailer :	1			
Trajanje filma : 01 : 00 : 00	1			
A to je dobar povod za isto tako neumitne usporedbe izmeðu njegove filmske i televizijske inkarnacije ( pri èemu se ne treba raèunati kratkotrajna , brzo ugašena i vjerojatno brže zaboravljena TV-serija Beyond Westworld iz 1980 . godine ) , odnosno jasan prikaz kako su se stvari bitno promijenile od 1973 . godine .	1	2	0.17522018468245443	1
U vrijeme djelovanja , ovo je bilo nevjerojatno .	1			
Dobivaju škrge , oèi poput maèaka i modificirane dijelove tijela raznih vrsta .	1			
Godina 2016	1			
Ovog puta imamo osam epizoda , što znaèi da možete dopustiti da se stvari razvijaju malo više , što dobro funkcionira za seriju , jer sam pronašao tu prièu zabavnu , privlaènu , uzbudljivu i pravednu cjelinu .	2			
Pronaðite ih sve u ovoj zanimljivoj seriji .	1			
13 Reasons Why ( 2017 )	1			
Glavne uloge Glumci : Bryan Cranston , Hunter Doohan , Hope Davis , Michael Stuhlbarg , Tony Curran , Lilli Kay , Carmen Ejogo , Isiah Whitlock Jr . , Benjamin Flores Jr . , Amy Landecker , Jimi Stanton , Keith Machekanyanga , Jock McKissic , Sofia Black-D ’ Elia , Chet Hanks , David Maldonado , Margo Martindale	1	2	9,00E+10	1
Tu je takoðer pomogla kamerama Janusa Kamiñskog , koji je sada neodvojiv tandem sa Spielbergom .	1			
Dakle , ako oèekujete seriju višestrukog egzorcizma u svakoj epizodi onda budite upozoreni da to neæete dobiti .	0	1	0.13931785135247632	0
Zastarjela jednom rukom , serija snima medije koji su gotovo zaboravljeni , tu je walkman ili radio koji se ne proizvode vise , vodi nas u doba bez društvenih mreža , bez fotografija i interneta .	1			
Ima puno preokreta i okreta , i svi rade sasvim dobro za parcelu , imajuæi sve zabavno , svježe i prilièno nepredvidivo .	2	1	0.27384140228814147	2
Na njegovo mesto dolazi Maggie Chan ( Yu Nan ) takodje Kineskinja .	1			
Kong	1			
U to je vrijeme prvi put nauèila igrati šah od domara gospodina Shaibela ( Bill Camp – mini serija The Outsider , Molly ’ s Game itd .	1			
Sam Boss Level drugi je film ove godine koji koristi koncept prièe o vremenskoj petlji nakon The Map of Tiny Perfect Things ( Ian Samuels , 2021 ) koji je objavljen poèetkom veljaèe .	1			
Kada je postala moguænost da je Michael Scofield ( Wentworth Miller – Resident Evil : Afterlife , Legends of Tomorrow TV serije i sl . )	1	2	0.295014074759981	1
kada glavni lik oboli , pa ga pokušaju izlijeèiti u medicinskom eksperimentu i onda stvari krenu naopako , pa dobijemo superheroja , pomalo je veæ poznata , ali ” Deadpool ” èini klišeje , predvidljive trenutke i dobro poznate zaplete , itekako podnošljivim kroz svoj humor i odliène i glavne i sporedne likove .	2			
Ali , da se suoèimo s tim , svi su ovdje zbog licenciranih pjesama koje se koriste u celom svetu .	1			
Studeni 2015 .	1			
Da , ovaj je film takoðer objavljen u 3D prikazu u nekoliko kazališta .	1			
Trajanje filma : 02 : 08 : 00	1			
Ocjena 7 / 10	1			
Performansi u filmu su maestralni , od sporednih do onih glavnih , ali najveæe povale moram izdvojiti definitivno za Colin Farrella koji zaslužuje nominaciju za Oskara , pa možda èak i Oskara , te za Rachel Weisz i John C . Reilya .	2	1	0.23171573425060174	2
Glavne uloge : Jennifer Connelly , Eiza González , Rosa Salazar , Michelle Rodriguez , Christoph Waltz , Jackie Earle Haley , Jeff Fahey .	1			
Nažalost , unatoè showu bila je vrlo zanimljiva i intrigantna .	1			
Kasnije æe se otkriti da je Kyle imao mraènu i brutalnu prošlost koja ukljuèuje njegovu bivšu suprugu Allison ( Kate Lyn Sheil ) i njegovo dijete Amber što ga je uèinilo jadnim .	0	2	0.11423433987517163	1
Datum izlaska : 22.01.2021 ( svjetska premijera )	1			
Za dramsku seriju s dodirima znanstvene fantastike i pomalo misterioznog otkrivanja , serija je poslužila svojoj svrsi .	2			
Nakon što je voða skupine ostavljen da umre na milost i nemilost opasne prirode , on nekim èudom preživljava i kreæe po osvetu .	1			
Svaka joj èast .	2	1	0.10032084657375734	2
Glavne uloge : Josh Holloway , Sarah Wayne Callies , Peter Jacobson	1			
Ipak , preporuèujem vam da pokušate i pogledate je , jer sam prilièno siguran da æe vam pružiti nešto drugaèije i zabavno .	2			
Datum izlaska : 21.03.2018 ( svjetska premijera )	1			
Žanr : Drama | Krimi | Fantazija | Recenzije Serija	1			
Takoðer imamo podršku za ljude poput Devina Ratraya , Alana Tudyk , Brendana Hina , François Chau , Townsenda Colemana , Michaela Cerverisa , Johna Pirkisa i mnogih drugih .	2			
Kings ’ i ‘ The Councler ’ , ali zato iza sebe ima brojne hitove tipa ‘ Prometej ’ , ‘ Blade Runner ’ , ‘ Alien ’ , ‘ Robin Hood ’ , ‘ Gladijator ’ , ‘ Kraljevstvo nebesko ’ itd .	2	1	0.11573077569174717	1
Jake se uskoro sastao sa svojim starim prijateljem Nateom ( Scott Eastwood – Overdrive , Snowden i sl . )	1			
Tom Clancy ’ s Jack Ryan imao je vrlo dobru prièu , prekrasne likove s dovoljno pozadinske prièe za nas da uživamo i imala je mnoge velike akcijske sekvence .	2			
Natjeralo nas je na razmišljanje o tome kakav bi bio svijet kad biste mogli pronaæi svoju jedinu istinsku ljubav samo pomoæu DNK analize kako je predložio program The One .	1			
Redatelj : Baran bo Odar	1			
Zbog toga sam mogao razumjeti publiku koja je tražila veoma pametan film èudovišta mogla bi biti razoèarana jer se èini da je njegov glavni fokus da nas iznenaðuje s tim divovskim èudovištima .	0	1	0.1332410078199391	0
Nije bilo druge serije koja se usudila priæi superheroju / mutantnoj priæi iz tog ugla .	1			
Postoji nervoza da ga vidimo kako polako postaje nešto manje i manje èovjek , èak i dok ostali volonteri poèinju ludjeti ili padati u medicinski kolaps .	1			
Datum izlaska : 05.10.2018 ( svjetska premijera )	1			
I kako se iregulari izborili s tim neobiènim sluèajevima koji bi testirali odnos meðu njima ?	1			
Studeni 2015 .	1			
I njezina djeca , tinejdžeri Tylera ( Connor Jessup – TV serija Falling Skies itd . )	1			
Koliko su ga nahvalili , reklamirali i propagirali , tokom odjavne špice shvatio sam da nije bio vrijedan toga .	0	1	0.12782693568014766	0
Oèigledno to nije bio pravi žanr za staviti oba glumca obzirom da su slabo igrali u oba dijela .	0	1	0.14067573872167274	0
Verovatno neæe trebati puno da u filmu The Human Race prepoznaju odgovor na svoj filmski ukus .	1			
Efekti make up-a spaljenih i zvuèni efekti takoðer su bili dobri .	2	1	0.180196435608115	2
Clay ( Dylan Minnette ) , lik koji prati raspored traka i prièa koje æe nas držati 13 epizoda , predstavlja plašt æistoèe i dobrote , postaje nemilosrdni osvetnik i osvetnik svega , pravi heroj koja je i dalje u mraku i ništa ne mijenja sa svakom objavom trake .	1			
Prièi nedostaju neki vitalni elementi , ali je èini se to teško priznati .	0	1	0.12165546244527954	0
Btw , serija je kategorizirana kao nadnaravna horor drama koja je za mene bila prilièno zabluda , posebno na nadnaravnom dijelu .	1			
Ono što mi se svidjelo u seriji je bila radnja koja je bila prilièno zabavna za vidjeti , posebno kad god je bila u pitanju Katia Winter koja je osigurala nekoliko zgodnih scena borbe .	2	1	0.1615122076697468	2
Doduše to je stvar liènog ukusa .	1			
U meðuvremenu , sumnjivi biznismen Vector ( Mahershala Ali – Green Book , Spider-man : Into the Spider-verse itd . )	0	1	0.10557937416234865	1
Bio je jednako ljubazan i sladak kao ranije .	2	1	0.1736280623222806	2
A ja u fazonu ” Šta Arrival ?	1			
Ocjena Serije : 4 / 5	1			
Kako epizode napreduju , tako se mijenjaju i razni narativi usmjereni prema naravi , što u konaènici èini srž serije .	1			
Nakon èetverodnevne pauze , ponedjeljak veèer se ubio za nešto novo , a pod ” novim ” podrazumijevamo sve što je izašlo u zadnja tri mjeseca pa na ovamo .	1			
Postoje iznimke , iako neke epizode imaju nekoliko problema koji se prelijevaju i na sljedeæe .	1			
Oèigledno je tada publika htjela vidjeti kako zvijezde popout Stallonea , Arnolda , Rourkea zajedno rasturaju i prave lom .	1			
Lupin crpi inspiraciju izmišljenog lopova da stvori nešto posve novo i uzbudljivo .	2	1	0.13766634478273268	2
Ostalo ih je , iako su imali neke sposobnosti ( ako to želite tako nazvati ) , bilo nekontrolirano i èinilo im se više kao odgovornost , nego imovina .	0	2	0.19733426359045175	1
Stvarno se trebate potpuno usredotoèiti na promatranje serije kako biste shvatili što pokušava reæi .	1			
S obzirom da nisam gledao , takoðe velike sci-fi naslove poput ” 2001 : A Space Odysey ” , ” Apollo 13 ” ili ” Armageddon ” , ne znam koliko mogu biti hrabar da tvrdim originalnost ovog naslova , ali jedno je sigurno , Nolan , reditelj filma , pristupio mu je na jedan strastven naèin , s puno energije u želji da još jednom dokaže svoju ljubav prema ovom žanru ali i sposobnost da jednu ovakvu temu iznese na sebi jedan , osebujan naèin .	2	1	2,80E-84	2
Reditelj filma je Marc Webb koji je režirao i prvi dio ali i poznatu dramediju ” ( 500 ) dana ljubavi ” , a prihvatit æe se rediteljske palice i za treæi dio .	1			
Svi glumci moraju pažljivo prouèiti dobre retke , a zatim ih izgovoriti iz srca , kako bi se izbjegao dojam pamæenja .	1			
Tempo je bio toliko spor da je stvarno postalo dosadno i dolazio sam u iskušenje da jednostavno prestanem gledati .	0	1	0.17014867700814384	0
Prateæi ovo je fantastièan muzièki komad koji dobro koristi segmente harfe i gudaèa kako bi show imao sanjiv i èudesan osjeæaj .	2	1	0.2012938279852392	2
Kasnije æe se sastati s drugim šahistima koji bi imali utjecaja na njezin život , poput Townesa ( Jacob Fortune-Lloyd ) , Harryja Beltika ( Harry Melling – filmovi o Harryju Potteru itd .	1			
